"","1st","1-dist","2nd","2-dist","3rd","3-dist","4th","4-dist","5th","5-dist"
"22",591,0.0438607293457491,764,0.0684931506849315,2854,0.080171209307705,1892,0.0925236306139775,3000,0.0966547623404778
"23",2692,0.106145665441395,2619,0.154454820322593,2640,0.183529520797752,1661,0.231403841504907,930,0.241692702623793
"24",463,0.0919353864273562,983,0.159240419686473,2745,0.174425135482053,233,0.178851667068304,396,0.188887259976874
"25",1705,0.041095890410959,2909,0.0973044831741544,2065,0.136986301369863,2669,0.142028544084969,3016,0.144696618508897
"26",2608,0.0273972602739726,2801,0.0273972602739726,1269,0.0410958904109589,2149,0.0410958904109589,554,0.0821917808219178
"27",2397,0,370,0.0136986301369863,1359,0.0136986301369863,2121,0.0136986301369863,559,0.0273972602739726
"28",2794,0.18244923253129,57,0.261746530751591,1260,0.282560914411521,1068,0.286391792050411,1354,0.32064724180698
"29",116,0.636688311097748,257,0.79967302127184,2066,0.809118643401505,394,0.825022779146134,2463,0.857122662099769
"30",351,0.0588496684921072,2295,0.0663441468388935,1818,0.0928968964735891,932,0.0939014687960454,1238,0.0939014687960454
"31",1569,0.311219235369606,1305,0.340646232677811,1591,0.344786753740096,667,0.345118424252431,530,0.368178913669836
"32",433,0.0273972602739726,695,0.0909090909090909,901,0.092915642671802,972,0.105063537500288,2736,0.109122154143779
"33",715,0.112543363330309,2024,0.124667582535289,2644,0.124667582535289,1632,0.154293450752488,911,0.160843545375747
"34",1977,0.0684931506849315,1608,0.0909090909090909,1543,0.0919353864273562,2856,0.0919353864273562,2892,0.093265698880645
"35",3013,0.211396034111887,2477,0.367602680944275,118,0.369320930253188,2114,0.383318656954378,1241,0.384532550786642
"36",2035,0.0663441468388935,446,0.0755983670008176,2500,0.0847910172863609,250,0.0860464136490292,1156,0.100854020315838
"37",1958,0.106145665441395,1983,0.199944316846913,1448,0.376937027239634,1193,0.413996747294932,497,0.481058409276971
"38",303,0.10158102964183,1142,0.104771830283853,2916,0.106145665441395,1770,0.108294719592177,2324,0.110320953630384
"39",1102,0.0919353864273561,2011,0.0919353864273562,1994,0.0973044831741543,2852,0.105063537500288,1592,0.112543363330309
"40",2504,0.161564026654047,2297,0.183362957196489,1753,0.486863120533756,234,0.489578974033367,1512,0.501700329115281
"41",1873,0.311199081160646,476,0.338488396540771,566,0.350303319176504,410,0.380421009573576,962,0.380438017531046
"42",2482,0.0136986301369863,2458,0.0273972602739726,1138,0.0858038125548668,811,0.0997664022533984,1905,0.106145665441395
"43",248,0.0410958904109589,1080,0.0586213890986641,929,0.0919353864273562,1168,0.0958904109589041,1515,0.107709351102698
"44",2453,0.136320095338184,386,0.138934551937204,2296,0.140945972361333,1380,0.158807964174677,2601,0.180786370431212
"45",2348,0,2686,0.03125,1303,0.0410958904109589,982,0.0520833333333334,2922,0.0547945205479452
"46",1242,0,2092,0.0136986301369863,2578,0.0136986301369863,139,0.0273972602739726,2514,0.0273972602739726
"47",167,0,1614,0,1758,0,2865,0,1013,0.0136986301369863
"48",551,0.0136986301369863,2360,0.111106176989281,523,0.176274287277284,1907,0.183362957196489,2445,0.186133756944523
"49",1395,0.0962947422554685,2771,0.131717454152191,2748,0.155807564452562,1583,0.187758178414864,1295,0.23900639454141
"50",2510,0.0249335165070578,2907,0.0498670330141157,178,0.0942663410519634,2670,0.0972064836223126,2069,0.0997340660282315
"51",1061,0.0821917808219178,1111,0.153846153846154,2096,0.161129839327251,2436,0.291030704346381,459,0.333333333333333
"52",1540,0.0588496684921071,2642,0.0588496684921071,466,0.0949477365735338,734,0.109122154143779,1521,0.161793035384884
"53",659,0.0283687943262411,1703,0.0394385390455119,2505,0.0499365667641871,413,0.0929823200053604,47,0.0962128046003851
"54",2890,0.0344185654596117,169,0.058621389098664,111,0.0586213890986641,1405,0.093265698880645,2968,0.094443629988437
"55",228,0.0909090909090909,815,0.106145665441395,1313,0.10958904109589,1266,0.133766443854812,444,0.175984122559796
"56",15,0.224243908566428,2746,0.224243908566428,1105,0.227978513763508,1500,0.234470983748303,126,0.243580318891172
"57",2794,0.25929522512559,28,0.261746530751591,1404,0.288220434911838,1354,0.411783910849238,1260,0.425871199018448
"58",2015,0.0410958904109589,2193,0.0588496684921071,62,0.0684931506849315,855,0.0755983670008175,1548,0.0755983670008176
"59",2869,0,350,0.0273972602739726,1278,0.0588496684921071,1153,0.0663441468388935,999,0.0684931506849315
"60",247,0.1594321868204,1022,0.287671232876712,2016,0.450934063682192,1292,0.4981717630948,2022,0.526368908451241
"61",2271,0.0273972602739726,1997,0.0520833333333333,2604,0.0684931506849315,2996,0.0684931506849315,205,0.0821917808219178
"62",2015,0.0273972602739726,855,0.0538546755513489,1548,0.0538546755513489,2863,0.0588496684921071,2193,0.0663441468388934
"63",222,0.0136986301369863,1756,0.0410958904109589,856,0.0821917808219178,2592,0.0860464136490292,511,0.0919353864273562
"64",1021,0.161401810158593,691,0.194628887931254,1338,0.218244308287558,904,0.23691207130381,2057,0.257116172888836
"65",298,0.0344185654596117,2863,0.0808630942316787,1257,0.0841509045164908,855,0.0842721627324895,2997,0.0874318713847153
"66",2208,0.119086617943541,2835,0.17985146607879,2401,0.182836361756728,695,0.189626415138847,893,0.200710132484388
"67",1753,0.235333605935735,998,0.275609118958438,1512,0.30239346800327,2297,0.451596142283345,43,0.5
"68",850,0.0136986301369863,1698,0.0136986301369863,1999,0.0136986301369863,2305,0.0136986301369863,2567,0.0136986301369863
"69",1833,0.0939014687960453,2311,0.159240419686473,1326,0.162423251612463,2540,0.163312824160669,2964,0.163312824160669
"70",2374,0.0212765957446809,2596,0.0816564120803345,2316,0.0860464136490292,2678,0.092915642671802,791,0.0997664022533984
"71",927,0.0958904109589041,1900,0.107709351102698,256,0.121336027376158,2136,0.181290313523771,88,0.183529520797752
"72",374,0.225798071141673,2839,0.247663001821226,1417,0.295447820071032,193,0.327366462431337,1043,0.341711151402814
"73",2254,0.0438607293457491,1716,0.0585233570446933,1293,0.080171209307705,1572,0.080171209307705,1188,0.0874829747689499
"74",2346,0.101353612162785,1651,0.123438478284183,2955,0.14273275472844,540,0.1583159845471,132,0.208591237043995
"75",2761,0.0136986301369863,2723,0.0208333333333334,323,0.0273972602739726,2228,0.0273972602739726,2541,0.0498670330141157
"76",919,0.0547945205479452,115,0.105063537500288,1856,0.125748369642035,589,0.161564026654047,1585,0.165579292129418
"77",811,0.0722328217617069,1036,0.0819682882625843,1830,0.103093452498134,1905,0.108560660032568,2458,0.115301304771221
"78",1966,0.119871910975261,1049,0.122197514065347,1103,0.122197514065347,2815,0.122197514065347,2908,0.144696618508897
"79",2584,0.0136986301369863,727,0.0416666666666666,1524,0.0769230769230769,1175,0.0781332978373725,2431,0.0781332978373725
"80",880,0.168404129236795,858,0.174425135482053,435,0.178698354394135,1917,0.17879514558786,907,0.191780821917808
"81",2485,0.0410958904109589,3009,0.0410958904109589,1770,0.0520833333333334,392,0.0547945205479452,2628,0.0547945205479452
"82",2389,0.0410958904109589,420,0.0949477365735338,2351,0.0997664022533984,1394,0.102997434211063,342,0.122555912320033
"83",869,0.0769230769230769,1905,0.0781332978373726,1830,0.0807459075415892,294,0.0872125677410266,791,0.0872125677410266
"84",2081,0.125978152002244,1442,0.137378798451507,2312,0.144696618508897,2002,0.157617769962365,141,0.163312824160669
"85",364,0.0547945205479452,2556,0.0547945205479452,2272,0.0684931506849315,2410,0.0781332978373725,2806,0.0919353864273562
"86",1638,0.0410958904109589,1842,0.053854675551349,1525,0.0663441468388934,1728,0.0958904109589041,2481,0.181283231345654
"87",950,0.0958904109589041,1470,0.0973044831741543,1162,0.0997664022533983,329,0.108294719592177,1621,0.112543363330309
"88",818,0.053854675551349,2802,0.117699336984214,1825,0.1321341504827,1897,0.138160354232431,882,0.142387572274529
"89",2503,0.403988952350424,417,0.43786393471638,1075,0.44692957797561,1157,0.484842899415794,2032,0.547551585191976
"90",2367,0.39678555396176,144,0.413793467087733,339,0.413793467087733,1799,0.428571332845568,2133,0.440162844320236
"91",277,0.0538546755513489,2349,0.0538546755513489,2241,0.0588496684921071,2197,0.0663441468388934,107,0.0755983670008175
"92",1239,0.188894057058438,2698,0.188894057058438,996,0.198335793958205,1155,0.198359005199539,2612,0.239733005111248
"93",127,0.0958904109589041,585,0.12408287441058,3005,0.140945972361333,1695,0.142387572274529,349,0.183529520797752
"94",151,0.790647412494373,757,0.811306898036685,2789,0.8301695850613,1406,0.839225207317963,641,0.84606761615344
"95",2442,0.0538546755513489,470,0.0755983670008175,1139,0.0860464136490292,1445,0.0874318713847153,1362,0.0968526883723137
"96",1620,0,1979,0,537,0.136986301369863,414,0.140945972361333,710,0.159240419686473
"97",2399,0.0821917808219178,1613,0.0833333333333334,1764,0.0909090909090909,2712,0.0909090909090909,2486,0.0919353864273562
"98",2280,0.179362910356411,209,0.366091048301662,501,0.384033272148943,1852,0.43977464917525,1474,0.446824313494201
"99",2601,0.094443629988437,2590,0.0949477365735338,2105,0.136320095338184,765,0.154454820322593,916,0.159240419686473
"100",906,0.0755983670008175,166,0.0808630942316786,300,0.0816564120803345,1489,0.0816564120803345,1143,0.0939014687960453
"101",1489,0.0958904109589041,906,0.115417265022064,1174,0.131087993558946,166,0.138561446805281,100,0.145316928268318
"102",1134,0.159240419686473,2026,0.186298110471708,311,0.224058691447517,1464,0.418369039634097,2872,0.441406818308274
"103",2953,0.596001649677977,434,0.673910569817286,1068,0.711997521343591,28,0.713182980965787,1260,0.722961306617367
"104",480,0.167435828005104,1596,0.210352343335028,184,0.271885366485071,2037,0.277185701215295,636,0.303032739583923
"105",443,0.0273972602739726,289,0.094443629988437,2120,0.228968787180869,1837,0.262175987117891,1765,0.270825996535446
"106",2170,0.0136986301369863,2003,0.0273972602739726,1622,0.0588496684921071,1936,0.0860464136490292,1382,0.0958904109589041
"107",444,0.0273972602739726,2241,0.0273972602739726,277,0.0684931506849315,91,0.0755983670008175,833,0.0847910172863609
"108",1544,0.0136986301369863,139,0.0769230769230769,2514,0.0769230769230769,1013,0.0781332978373725,46,0.0816564120803346
"109",112,0.396545361471025,1532,0.54115484503434,1674,0.544607155608161,2080,0.549531334527493,2954,0.564792104957933
"110",1790,0.379152681990079,301,0.447339511722384,1401,0.495910300675737,887,0.500915020849062,2143,0.500915020849062
"111",169,0.0416666666666667,54,0.0586213890986641,2968,0.0796943381997202,2890,0.0821917808219178,2058,0.0919353864273561
"112",109,0.396545361471025,1674,0.406825826296999,1532,0.451468753063456,2954,0.510562726652142,2080,0.57841071509811
"113",933,0.0273972602739726,2094,0.0344185654596117,2571,0.0715914762281553,808,0.0847910172863609,2729,0.0967141511009148
"114",192,0,1253,0.0136986301369863,733,0.106145665441395,2086,0.106145665441395,2763,0.142028544084969
"115",1856,0.0344185654596117,589,0.0588496684921071,1585,0.0663441468388934,2185,0.104166666666667,76,0.105063537500288
"116",394,0.606635561410403,29,0.636688311097748,2463,0.649617869322188,2066,0.660705952528624,1693,0.7539268504055
"117",784,0.053854675551349,2072,0.0588496684921071,1704,0.0588496684921072,2726,0.0663441468388934,2742,0.0663441468388934
"118",35,0.369320930253188,2766,0.459361639743367,2114,0.474057646033438,1700,0.519464843462838,1241,0.519880372740884
"119",510,0.0410958904109589,2223,0.0588496684921071,2855,0.0949477365735336,1353,0.0997664022533983,1564,0.12106990715305
"120",1245,0,1611,0.0919353864273562,2304,0.122555912320033,361,0.15997625646325,584,0.164383561643836
"121",2308,0.172672235035713,2600,0.210491236841326,1671,0.368079914931402,2563,0.432841882365829,2769,0.44299040890075
"122",2667,0.107709351102698,145,0.145316928268318,2151,0.159240419686473,1146,0.161401810158593,1746,0.168404129236795
"123",2974,0.0547945205479453,142,0.0684931506849316,2452,0.0816564120803346,611,0.0958904109589042,1050,0.122931406390642
"124",2673,0.0909090909090909,2138,0.0949477365735338,738,0.0968526883723137,358,0.106145665441395,207,0.107633795594424
"125",2148,0.0520833333333334,852,0.0860464136490292,1060,0.0860464136490292,1102,0.117699336984214,2798,0.130697929027097
"126",427,0.124037583857083,1845,0.135855535096762,15,0.141055789198534,2746,0.141055789198534,1105,0.161521723301262
"127",1695,0.0919353864273562,93,0.0958904109589041,344,0.113823435639002,2546,0.113823435639002,2906,0.122555912320033
"128",828,0.0778938389623825,411,0.123726944609775,2069,0.158633768065062,2345,0.168256138575177,1131,0.181290313523771
"129",1636,0.170602972397168,211,0.194933557295149,387,0.21934453378342,656,0.227716694722467,874,0.230442002677423
"130",1548,0.0909090909090909,1995,0.0939014687960453,2499,0.104771830283853,2286,0.105063537500288,62,0.105663564622146
"131",453,0.106145665441395,349,0.186133756944523,2275,0.193985635532054,93,0.215347597238693,533,0.233528952410136
"132",1287,0.141582715605797,2346,0.15318065376523,474,0.163466171504519,2955,0.168256138575177,1651,0.183529520797752
"133",867,0.0410958904109589,2944,0.0538546755513489,934,0.0684931506849315,2210,0.0684931506849315,1369,0.0769230769230769
"134",2902,0.0341205944794335,2385,0.0538546755513489,1495,0.0588496684921071,2823,0.0588496684921071,405,0.0630793308626462
"135",1623,0.0136986301369863,2172,0.0684931506849315,1814,0.123287671232877,605,0.161837512652499,1625,0.186470341541709
"136",2373,0,1635,0.0136986301369863,845,0.0273972602739726,1074,0.0588496684921071,1975,0.0639836109299089
"137",821,0.0997664022533984,1129,0.106145665441395,1766,0.148719859926107,1561,0.15459088092679,2133,0.191375059905727
"138",2084,0.0741356876428169,111,0.161401810158593,2058,0.176422547262754,169,0.190963899701323,2968,0.191682053519205
"139",2514,0,1013,0.0136986301369863,46,0.0273972602739726,47,0.0273972602739726,167,0.0273972602739726
"140",1586,0,1626,0.0136986301369863,1327,0.0410958904109589,342,0.0769230769230769,420,0.094443629988437
"141",2733,0.0781332978373726,2081,0.119871910975261,2312,0.122197514065347,1535,0.133891439949051,2878,0.133891439949051
"142",2974,0.0136986301369863,611,0.0273972602739726,123,0.0684931506849316,1050,0.0816564120803346,2452,0.0872125677410266
"143",2405,0.100040751539193,2234,0.155168022728742,893,0.16227776730632,2843,0.16227776730632,2401,0.207253499331283
"144",2133,0.136986301369863,1799,0.206632629124211,1766,0.239218063868352,137,0.27231398619959,2989,0.27453967765382
"145",1746,0.094443629988437,122,0.145316928268318,2000,0.153846153846154,2151,0.181491363711958,2667,0.198680151980468
"146",2645,0.0585233570446933,1371,0.0781332978373725,1926,0.0949477365735338,2215,0.125978152002244,548,0.154293450752488
"147",335,0.118835101030513,397,0.121180603397665,1285,0.143838859853589,214,0.169063793490216,2747,0.193914331142793
"148",5,0.0410958904109589,1410,0.0410958904109589,2158,0.0547945205479452,276,0.0778938389623824,1711,0.0781332978373726
"149",2804,0.0971013788653246,490,0.0973044831741544,1456,0.0973044831741544,246,0.107709351102698,914,0.109122154143779
"150",610,0.297974064178817,2315,0.349734892653565,1683,0.618747771098105,2025,0.619676991120578,1370,0.656487609403791
"151",641,0.130213312204966,2417,0.161521723301262,2744,0.228154053999459,382,0.31360179823507,2949,0.341903800283006
"152",1594,0.108294719592177,2511,0.159772047408028,1163,0.183362957196489,751,0.189130972743177,1178,0.191105035834486
"153",788,0.238951405590533,1993,0.257313451592583,187,0.27031712622574,1304,0.28428417171902,207,0.289363613339355
"154",2825,0.0768798622710654,2867,0.412831268371815,2519,0.58182475538723,2563,0.617922597525819,2541,0.702848606342526
"155",2030,0.205501490488693,823,0.233052763763595,1579,0.263515598019201,535,0.31299144633547,2103,0.326527314511402
"156",2817,0.136986301369863,2685,0.284663317922336,2980,0.31253319134949,2899,0.350483747701173,1846,0.351819726196257
"157",1127,0.378568582400092,1752,0.476930900588454,595,0.494286007635981,336,0.521971101547546,220,0.538189537243927
"158",1986,0.03125,1409,0.0341205944794335,2598,0.0460749388111077,1542,0.0516278481894175,2945,0.053854675551349
"159",332,0,1991,0.0136986301369863,1996,0.0136986301369863,2177,0.0136986301369863,421,0.0273972602739726
"160",2255,0.163312824160669,562,0.170096763110313,2928,0.182777459072354,829,0.216654951251923,1901,0.247189157291984
"161",2682,0.125978152002244,1288,0.260665155863993,2716,0.275354559090008,525,0.337655796914331,2951,0.361950061165256
"162",2152,0.436130627409768,749,0.556714114281274,1144,0.6116257800591,1714,0.615831662107883,21,0.619389875068584
"163",1115,0.898547741128578,714,0.901686689689471,2285,0.917327034318436,1342,0.964473149751942,1908,0.967350952639007
"164",290,0.0663441468388934,953,0.106145665441395,1523,0.116538847976523,1194,0.124667582535289,2102,0.124667582535289
"165",2240,0.0172092827298059,754,0.0438607293457491,824,0.0625,888,0.0639836109299088,505,0.0778938389623825
"166",300,0.0249335165070579,1489,0.0460749388111078,2694,0.0586213890986641,1143,0.0729166666666667,100,0.0808630942316786
"167",167,0,1614,0,1758,0,2865,0,1013,0.0136986301369863
"168",2150,0.108294719592177,1606,0.117699336984214,749,0.299625720843727,2552,0.31408592117834,2427,0.390414713992996
"169",111,0.0416666666666667,54,0.058621389098664,2968,0.0796943381997202,2890,0.0921498776222155,2058,0.100936744492075
"170",1018,0.423243225553615,1156,0.4285035725955,250,0.428872817767516,1467,0.429082500287857,2500,0.429354747169469
"171",1899,0.127967221859818,1030,0.215773855743624,994,0.232517645626452,2238,0.235626400458841,2182,0.240513627923115
"172",1261,0.0460749388111077,1816,0.0460749388111077,458,0.117699336984214,1847,0.127967221859818,1660,0.131582188037247
"173",1460,0.104166666666667,2242,0.115304493759059,2792,0.117699336984214,2276,0.124667582535289,1781,0.171416895743811
"174",660,0.0273972602739726,2109,0.0860464136490292,1181,0.0949477365735338,2743,0.105063537500288,1488,0.107709351102698
"175",1925,0.0136986301369863,740,0.0273972602739726,963,0.0273972602739726,1051,0.0273972602739726,2641,0.0273972602739726
"176",2582,0.711268033881211,1798,0.729698195961388,948,0.742188904324807,609,0.752117317757334,2141,0.755105369397944
"177",186,0,1617,0,1663,0,2942,0.0136986301369863,914,0.0273972602739726
"178",2670,0.0410958904109589,1044,0.0520833333333333,790,0.0538546755513489,2194,0.0639836109299088,50,0.0942663410519634
"179",2265,0.117046714089387,424,0.218811277561151,1165,0.225162937949758,23,0.247826152743557,197,0.257313451592583
"180",569,0.075285285353439,1310,0.111106176989281,245,0.114233343098187,217,0.116829838217776,2420,0.165097767569716
"181",1967,0.161653575046971,1633,0.370178411689379,1148,0.392033889934511,1690,0.394741137894779,2377,0.409764559764468
"182",1645,0.126477326602817,1556,0.129978060396138,1053,0.136320095338184,9,0.153784866027253,1550,0.160570628971164
"183",2481,0.0410958904109589,743,0.144696618508897,1728,0.159240419686473,1419,0.161837512652499,354,0.163563306415339
"184",2037,0.119871910975261,480,0.185384458675982,1596,0.192621183606856,2842,0.211977543215902,1279,0.239974636323802
"185",2436,0.340656598437951,2943,0.365958391942244,678,0.406344876738287,642,0.409163299471367,915,0.418040045933095
"186",186,0,1617,0,1663,0,2942,0.0136986301369863,914,0.0273972602739726
"187",22,0.102830052192116,3000,0.124667582535289,2854,0.124684234989669,591,0.130213312204966,1892,0.136320095338184
"188",1129,0.60416792069057,2989,0.656653340222524,137,0.662860115870931,90,0.708178901502467,144,0.711666832440569
"189",2306,0.172871947674564,2074,0.178698354394135,377,0.192061373410831,1537,0.234399893512118,493,0.300057197089643
"190",1205,0.0872125677410265,2557,0.124684234989669,900,0.1321341504827,2064,0.163466171504519,1023,0.16890348619344
"191",2101,0.119541329746977,1152,0.122197514065347,438,0.122931406390642,1416,0.132688293677787,2120,0.137550620378177
"192",192,0,1253,0.0136986301369863,733,0.106145665441395,2086,0.106145665441395,2763,0.142028544084969
"193",1417,0.245915337508153,2839,0.287813814682988,2659,0.294726095355824,1857,0.304447782081621,374,0.308386673727067
"194",2579,0.053854675551349,2288,0.0547945205479452,2820,0.0547945205479452,2518,0.0663441468388935,1168,0.10958904109589
"195",844,0.0755983670008175,2594,0.0755983670008175,478,0.161564026654047,2535,0.161793035384884,2910,0.186601422944921
"196",1589,0.0208333333333333,2124,0.0516278481894175,1357,0.058621389098664,1896,0.0847910172863609,674,0.092915642671802
"197",179,0.257313451592583,2163,0.275806159282069,304,0.281196509544491,2265,0.301942533783182,347,0.30519733297041
"198",1566,0.269919059029276,812,0.360449622374708,572,0.406914012717821,1311,0.407309235923789,1688,0.425137134919038
"199",568,0.123287671232877,587,0.326078115688565,1690,0.546791331970357,1633,0.570329175905204,2493,0.578312110337856
"200",1819,0.0136986301369864,766,0.0273972602739726,1055,0.0538546755513489,1434,0.0755983670008176,2206,0.0919353864273562
"201",1694,0.13053614825153,2676,0.137874957752074,1964,0.143869302437336,2649,0.162812310487059,149,0.16700413301709
"202",506,0.121210088737601,859,0.396383789455256,958,0.42016721878483,2383,0.426098823913965,2087,0.433394343221014
"203",618,0.188971342966581,758,0.202862651696028,428,0.205616158970159,315,0.225216264672402,744,0.235663243668751
"204",581,0.295631394356501,769,0.302185582512457,830,0.31072015957694,2344,0.31072015957694,1023,0.314118583639871
"205",2996,0.0136986301369863,1135,0.0410958904109589,2407,0.0547945205479452,1375,0.0816564120803345,2098,0.0816564120803345
"206",576,0.0769230769230769,1812,0.0808630942316786,785,0.0816564120803346,318,0.092896896473589,1047,0.0939014687960453
"207",456,0.0961302517936854,124,0.107633795594424,3000,0.123118581348353,2013,0.126130071528366,735,0.135779218674232
"208",2070,0.290734028511698,2633,0.442399763702921,1779,0.456671260553979,1423,0.475639138776861,627,0.50370064700454
"209",2493,0.239206975940029,1618,0.256489712567376,1058,0.273293488484923,2377,0.275911533913231,1690,0.290922656539407
"210",2185,0.0410958904109589,1585,0.0520833333333333,589,0.0538546755513489,1938,0.0821917808219178,1653,0.0919353864273562
"211",874,0.125173671799533,2244,0.162030712168055,387,0.16592963727128,2757,0.185384458675982,129,0.194933557295149
"212",2999,0.512692618180057,2461,0.845997306896232,89,0.917819223542091,417,1.02289727416525,452,1.02316966110657
"213",1902,0.0507503055451875,1887,0.0972064836223126,1882,0.0981274614552179,3016,0.121668824349702,2992,0.12979621443594
"214",2616,0.0520833333333333,335,0.0538546755513489,397,0.0588496684921071,1285,0.0973044831741543,652,0.15625
"215",1715,0.29023889489941,2428,0.296978019456316,1446,0.312895363231372,2512,0.316255977607729,1110,0.320321173445621
"216",586,0.431795079582967,1557,0.463167157291393,2528,0.504387618241524,2847,0.790368536575391,742,0.901378194276568
"217",1310,0.0172092827298059,1971,0.107853015055231,245,0.109122154143779,180,0.116829838217776,569,0.169183652716619
"218",272,0,2779,0.0273972602739726,2856,0.0273972602739726,524,0.0344185654596117,1608,0.0410958904109589
"219",2627,0.179525099290451,892,0.179908670277309,2375,0.225999035320524,69,0.24114521286034,2225,0.242178144909207
"220",1961,0.106145665441395,336,0.295064228567293,2233,0.347943165085475,279,0.387732857739002,1530,0.417515130264186
"221",624,0.118235256599323,2299,0.158807964174677,942,0.182116331459081,2581,0.184527212624111,1037,0.185542288011581
"222",63,0.0136986301369863,1756,0.0547945205479452,856,0.0684931506849315,2592,0.0755983670008176,511,0.0909090909090909
"223",2151,0.092915642671802,1091,0.127040998729985,1973,0.158131095123459,1746,0.172192894823417,1168,0.175501384511145
"224",1573,0.0781332978373725,2622,0.0781332978373725,889,0.0842721627324895,1629,0.094443629988437,1982,0.094443629988437
"225",835,0,1609,0,2038,0,2938,0,325,0.0136986301369863
"226",2873,0.0410958904109589,1321,0.0663441468388934,1994,0.0973044831741543,563,0.111980206523805,2532,0.118235256599323
"227",747,0.0972064836223127,2738,0.106145665441395,974,0.237283574069476,1346,0.327921664709974,2304,0.333614693289641
"228",815,0.0547945205479452,55,0.0909090909090909,1266,0.098127461455218,2983,0.1321341504827,1184,0.138934551937204
"229",639,0.12595254538848,2159,0.125952545388481,295,0.172192894823417,1446,0.176198734617631,2422,0.182032483216574
"230",2101,0.0925236306139774,507,0.1321341504827,1797,0.156266595674745,1100,0.183184723783585,2391,0.196694155220357
"231",2190,0.0816564120803346,937,0.0949477365735338,1188,0.119086617943541,1303,0.119871910975261,1169,0.122197514065347
"232",1499,0.128043330447092,2208,0.154293450752488,2736,0.158807964174677,276,0.189491054856212,695,0.192579103482158
"233",924,0.0341205944794336,983,0.0741922687711309,396,0.0912100858450257,1031,0.0971013788653246,2558,0.127186525929541
"234",2504,0.370599323348596,40,0.489578974033367,2297,0.598184010031998,2989,0.68872878999365,90,0.745363433182899
"235",1431,0.0136986301369863,676,0.187565325223285,2323,0.317267536130123,1871,0.333614693289641,1975,0.336206595250379
"236",612,0.0692807234026405,1084,0.337692555130922,33,0.338802112834868,238,0.354487068625974,1338,0.360383625979464
"237",2239,0.188894057058438,1045,0.275806159282068,1355,0.27611833010354,2900,0.289287633782846,594,0.328070618485843
"238",1338,0.120623259415109,904,0.139020938951531,941,0.165725201162342,1021,0.169186009422088,2057,0.180884248606498
"239",1944,0.390431011703294,2192,0.481848954770771,608,0.524807657823698,2822,0.525823487431156,779,0.533189846335681
"240",1656,0.161129839327251,1484,0.174425135482053,851,0.232284720712708,2268,0.232876712328767,1924,0.240719233881656
"241",1857,0.158633768065062,2631,0.164407145747721,976,0.183184723783585,1349,0.215357833163419,1808,0.238154826429055
"242",2128,0.130697929027097,782,0.132688293677787,427,0.187802937592091,1477,0.209260148013115,1521,0.220184289260654
"243",1097,0,1536,0.0547945205479452,2112,0.08445174309672,2775,0.0877214586914983,1432,0.105063537500288
